ItemID,Product,Brand,SellPrice,CostPrice
8658,evaDideos0.112405932960051,EvNj<oQp|97~m6T3,302,197
8659,evan-nerv0.0184931530160148,"Ac8IJsKH,4xtY.Tk",520,246
8660,eviEation0.413085243523038,"Ev""e$F.7Sry0dqO4",196,42
8661,extgworth0.649167833433608,Ne=:l%8x/P<_.o/U,646,370
8662,eytR-info0.936802320189044,SSJ%#@$7LTf<p'Jx,1064,472
8663,ezef-20210.667833481139488,Th%DC'XO&=duhU'J,1225,420
8664,f-lSkbook0.682119077680268,F-SM7z~J];+4R/x{,810,274
8665,f-l^ckets0.59765775795225,F-SM7z~J];+4R/x{,212,145
8666,f-psement0.355127372079055,"Ac8IJsKH,4xtY.Tk",705,138
8667,fabutream0.486232476936196,Fa{~f:3$^`TaYeq|,1083,157
8668,faco-20210.641212418675479,"FaF""h2k2):kN8yS8",1116,403
8669,facqvirus0.741313050441418,"FaF""h2k2):kN8yS8",1165,389
8670,facN-info0.548387120610832,"FaF""h2k2):kN8yS8",377,65
8671,facm-info0.0605787533654812,"FaF""h2k2):kN8yS8",1119,211
8672,facOsters0.462560996023436,"Stkt?U_7N2E,q>G+",471,52
8673,facbutube0.445554901373212,"FaF""h2k2):kN8yS8",924,170
8674,facD-info0.645199387213261,"FaF""h2k2):kN8yS8",331,117
8675,facA-info0.645210271975161,"FaF""h2k2):kN8yS8",1284,48
8676,fan`ition0.962014704625383,"CoYrcs?lG""~7/\\H",1006,361
8677,far[etter0.440870852744912,"Fa7p,""T12#m*Xm",1397,430
8678,fasKnking0.937829393716852,NiPea$n|Eu@<@>'L,199,134
8679,fasXvirus0.128645084092512,UniG'<0K{/{IS[Q8,1040,346
8680,fazoament0.23294166388547,LoCpCHAz'0G`k[s3,747,274
8681,faz^ndise0.973992512902426,NFG8EHI_i=H`jL>,771,295
8682,fazqst-tv0.354160809160074,FatYaG\Fm1jz=y-y,837,160
8683,fccTgrade0.213831586254871,In7YtKU;%8|)L(%N,1130,329
8684,feayrenzo0.413111856337763,To05-VJ3tU>@@]e5,1210,436
8685,felnspray0.0703812877137191,Gr]q9%]<eIKjZm~?,1362,450
8686,fenl-info0.7282045417097,EvNj<oQp|97~m6T3,670,455
8687,fenr-info0.665668868188481,"Fem#o%,h6yC-}i`W",228,61
8688,fenYmafia0.72562523825914,ShmE0UwIUVk9EaY},992,308
8689,ferb-info0.6153068590246,"Vag9""-Z=gN30ND@[",411,47
8690,ffiKkbook0.426972437757675,"Ff04lg""-CB1sR;8",523,398
8691,filNction0.303403348005851,FiX'_MwAX7VMi!!J,1124,387
8692,finPotage0.841167711581009,Ga?%G!/m1PzuNFtA,841,131
8693,finsilers0.151991841806541,Ga?%G!/m1PzuNFtA,1386,382
8694,firarumor0.177672265684093,"Ca2,PZ{7`=@vzZB.",684,375
8695,fisL-info0.113793385931853,"FiGEZfR,1c""~F`<%",1033,438
8696,fivNpsule0.745770275387413,Wo(a~_[/zSD#>(}q,1243,420
8697,fivEtream0.445847977490483,Fi).zJg'sSREJ3!z,1372,337
8698,fkj`video0.244893648340386,"Ba7s`""Q(FwX5-RA)",558,124
8699,fly`album0.403726137180572,"Flmk""vK(gJksr""1H",1331,453
8700,forwgster0.00559100847796445,FonU]s_e#15bXv*5,524,446
8701,forzrisis0.978344316337717,DiCo4(99zZ<nkafj,527,90
8702,forXoyale0.966354772044268,Dr|vm[-5p~56Y\mk,458,263
8703,fosXlease0.337500325109948,Me}_[8WU)-c8ZZ5C,1274,177
8704,fouaid-190.94686687214593,CoLgOf&u\pXj/utW,604,407
8705,fouu-info0.208090077675003,"Ea74sPlT`b|12yc,",752,308
8706,fouUrsary0.342632283028137,N.H^R.qawW(VS/um,1111,348
8707,fou^mixes0.456575440002276,Fo4o;{57x?*UAGD>,872,474
8708,fra^-west0.242060089642807,AryYV46O9(Znn]88,1216,48
8709,framtream0.260387021878959,Fro#U8}vVBW)/XBH,684,75
8710,framisbon0.487908980517314,AryYV46O9(Znn]88,1306,445
8711,freMtails0.689146944599494,Fr^[vJTYzVZ*@MMT,841,216
8712,freJvideo0.929567062281773,MiG\Yas2}o!&Mq1h,1046,300
8713,freUvideo0.0636361535074145,VipZx1>S^s?}%X(},332,487
8714,freyonixx0.604851809650213,AnKPtL42B1OT3Eo!,1063,276
8715,freAvideo0.299661260112883,Fr(561KlExvC.$X/,1191,147
8716,friSaunch0.515963873317284,"FrZ""P*6N1*p5vQ8h",624,303
8717,fujUpsule0.444882156340973,Wae3Jy6[wA3Y#k7h,1081,318
8718,fumJlease0.838448127750036,"Ac8IJsKH,4xtY.Tk",220,187
8719,funrlease0.0420395148888132,"To{he^Wb.xvE#E},",241,222
8720,futieaser0.340969567388616,FuOomx-xOFrHWDSN,782,103
8721,futimusic0.349305504247503,Fu6Czv58.;T/6l`x,708,426
8722,futSmusic0.0786121064107927,MiG\Yas2}o!&Mq1h,332,52
8723,g-e_video0.0767290712708231,Ty'/0_5dc?P9JKLf,692,428
8724,g-hVtream0.611093313321457,"G (U/`""HYOhf:.Y",1082,344
8725,g-snlease0.847764779180646,"Ac8IJsKH,4xtY.Tk",285,270
8726,g-sxaunch0.700571630461497,"G-8`o1/7u2,URM:",706,331
8727,g-snation0.0993461911005428,WaQqK)2JxI(=dac=,205,66
8728,galqlease0.00275618498350505,GAv3`<zTe:8t;i)2,1153,339
8729,gapZmpact0.319561295817079,"Ga!CG~f);1M@a-R,",746,228
8730,gatl-info0.962157408657898,NiPea$n|Eu@<@>'L,1188,56
8731,gatPelief0.589550456206613,Al_w1b7Rgo1[d5(t,1184,424
8732,geap-days0.175769028716509,MiUNo1$pZkrlcw>M,1278,69
8733,gerBtream0.841489347799727,"My""p0_jR{;0IrH[#",329,192
8734,gerQmance0.221278403122891,"My""p0_jR{;0IrH[#",296,170
8735,gerfvirus0.246207043539942,CoLgOf&u\pXj/utW,603,49
8736,getz-info0.411473609280735,GeYut1YKw^'`D:p&,276,497
8737,giv`kbook0.0367002783519702,BaM;gk|):j72N5{Y,500,350
8738,givSigner0.918643302225285,"Gi\!),7H%z-#_TnJ",648,485
8739,golW-info0.288844996136528,CoGXb3uT&^.NE9Qn,333,240
8740,goolality0.461829892602129,Au>5iCde(OjpqSdh,1293,275
8741,goos-info0.318505220696056,Ap!FulqmT[82a2/E,1224,159
8742,goot-info0.38680392932327,Go`Y%6ru`GH.<.m,1055,153
8743,goo[grade0.302416227829019,Go`Y%6ru`GH.<.m,1207,72
8744,gool-card0.481189669595684,Go`Y%6ru`GH.<.m,532,70
8745,goo^lease0.495351867109357,Go`Y%6ru`GH.<.m,738,180
8746,gorQvideo0.32071432456374,"GoR""gO[(;7.8u#>?",496,400
8747,graxvideo0.475729207425162,Ro\UoCg!skl<u{uF,1223,334
8748,grabion-40.614788539257402,GroMBDzx^J$i5_M,1281,96
8749,gregghaus0.922247138631723,BaM;gk|):j72N5{Y,521,107
8750,greSesign0.773806334493515,ScT/I+M9``wQEvd,1382,60
8751,griXvideo0.568584729226818,Gr=`hqR(';a`0J1),1269,48
8752,guaAvideo0.584179945119022,VipZx1>S^s?}%X(},927,342
8753,gucslease0.716927402991454,"Ac8IJsKH,4xtY.Tk",346,236
8754,gucylease0.936153024240597,Gu5O-Ixr@HB!y+N?,450,339
8755,guetkbook0.348703502312748,Gu9t|fBZ^R.A`tjT,996,120
8756,guiiement0.992090131072794,"Guco(}G5$:/-,~~",878,68
8757,gunimodel0.173831050491933,UniG'<0K{/{IS[Q8,910,115
8758,h-m`watch0.673999259081571,"Ac8IJsKH,4xtY.Tk",858,108
8759,hacypages0.570321567584902,Ne!9M.c_8\XTe{V8,471,79
8760,hajEollab0.548966658384883,Me)=j(k#pe;yd0FE,808,55
8761,hajKdemic0.234357714984984,Ha%9u0(F^M|Pyx?,792,434
8762,halS-wise0.85344343355116,"To}q""C(<Veu9^\Mt",844,85
8763,hamM-info0.856948944414018,"Ac8IJsKH,4xtY.Tk",934,395
8764,hanitream0.292241623247822,Ha$Kawxaw3.[zM6x,948,344
8765,hann-info0.805337066611854,HaL1tRQR83xL*|Bf,507,209
8766,haroition0.498693445975387,Exa~e4sZi*|fpD<^,1254,482
8767,hasSs-bed0.00298957473282924,Fuf&'}D{xF~nDqcm,1148,72
8768,has_tours0.544516599807705,Ro'Bl~w039rScH^|,939,451
8769,hauLncies0.44908924026773,Exa~e4sZi*|fpD<^,824,437
8770,haunition0.123488830717146,GenUf@rQF8bi;Vq`,410,331
8771,havfction0.408838568537269,"Ince!T,;eW/4o\eg",800,209
8772,havAkbook0.460615356421681,Hau8L!>mriLOop,1211,103
8773,hbob-wire0.793781822878277,HB?H:J^S0~R&dr'k,843,186
8774,hbo_-info0.151741556638997,HB?H:J^S0~R&dr'k,1274,370
8775,hboCement0.272091025605131,HB?H:J^S0~R&dr'k,1267,79
8776,heaUtream0.378729449259363,Jaabl6R-njcK.LW$,858,415
8777,heaOtream0.71403157714363,He\APuEt9jE(<NP6,1077,459
8778,heaonders0.198551255059484,StJpO;62'?7([aQa,388,227
8779,hed\virus0.486018782132044,"MouDd/fn,XEARhBp",1318,429
8780,hel]ector0.623798452923752,HB?H:J^S0~R&dr'k,745,296
8781,helf-20200.825870133204386,Cofb&J7cXI1m?}7x,150,63
8782,henU-info0.133626172030341,Ho&KCs7cGx'2lH3@,388,103
8783,hervkbook0.237072556789299,HeE#Lj?}c]tCZ}LW,500,211
8784,herc-info0.904378482711209,"Ac8IJsKH,4xtY.Tk",1247,110
8785,herReport0.822214191405018,"HePEv4)}""IO|)f`a",1153,52
8786,herVlease0.918011643654378,He@H.e{jPXaUHUF(,975,365
8787,higLtream0.443706515022101,Al_w1b7Rgo1[d5(t,284,77
8788,hocAlease0.867935973044384,"Vag9""-Z=gN30ND@[",1385,374
8789,hokzckers0.518281410840325,HOa-{[Y&?zSwE>)1,1160,356
8790,homUrants0.336010487342422,Sk5`O;l59):BZ#'Y,665,412
8791,homk-info0.439154448708133,Nia_TfHUVDtT>6-s,682,304
8792,homdguide0.93079882320039,In$>k$C/*RCNIcAg,1291,242
8793,hom_prime0.820543531012471,Ja{+X-uV[Gz%;R/K,829,490
8794,homYlease0.23187829405724,Isz%!^p@LNz%/8_#,425,310
8795,hotWlease0.314557282669966,"To{he^Wb.xvE#E},",765,424
8796,houVvideo0.104751261783503,Bavbs#x2Y5D._7L>,946,200
8797,howfsales0.516833363325922,Bo}~4E4|Yt]}.eQ2,439,200
8798,humD-look0.34126244980551,adgk-a@1D!Aw8\Z`,580,497
8799,humdlease0.407161396890955,HuzF\eTnw|^vu+q/,767,115
8800,hung-news0.150528263313098,"MouDd/fn,XEARhBp",752,452
8801,hypnrview0.845006570336103,"Da""ND@My`uY|bA`/",455,381
8802,hypHrview0.362916837456984,"Mu,C>Z&#j%j\-S",640,457
8803,hypJrview0.935220834611544,LosFp#MZ#%!Oyi^2,1146,368
8804,hysPlease0.606952564024456,"HyT42-.WNJqcq^A,",288,160
8805,iabf-info0.199690042440462,AS&imOs*;/:L*GK,965,308
8806,ichVility0.726161399098056,Lo:}7^:YFSc4xYIs,1316,475
8807,ico^otech0.784346197798585,"Gu3iD<H.,OIEQ@s\",1311,446
8808,ikeL-home0.86872757460362,"IKPlm)H""\QgRFP6",759,152
8809,indRid-190.33420903713575,Da/KuY=NMX]COAbH,728,447
8810,innW-info0.404315413742742,Gr]q9%]<eIKjZm~?,472,296
8811,insknther0.696071024631838,HB?H:J^S0~R&dr'k,508,67
8812,insec-mac0.784053298900645,"FaF""h2k2):kN8yS8",1212,457
8813,inst-info0.337399761741729,"In98AI}ml,zlOK2-",1088,360
8814,ins`-info0.404079244512615,"In98AI}ml,zlOK2-",1291,189
8815,insfility0.0885823911953273,"FaF""h2k2):kN8yS8",548,220
8816,intK-hulu0.238486515742181,"MouDd/fn,XEARhBp",1281,414
8817,ipaJeview0.466305010317042,Ap!FulqmT[82a2/E,1316,495
8818,iphVrumor0.427526386784213,Ap!FulqmT[82a2/E,543,231
8819,isaetream0.259517234581999,"To76#]~n2\6/$L,T",1257,337
8820,iseOswear0.0932665441160373,ad(;%f6iD'}9EHD[,333,165
8821,issdrview0.0380844808360455,HB?H:J^S0~R&dr'k,1044,423
8822,ivafrview0.367624426993421,"Ince!T,;eW/4o\eg",1127,153
8823,iwcYwatch0.0513926676367636,WaQqK)2JxI(=dac=,337,302
8824,j-bt-vevo0.664681609839508,VipZx1>S^s?}%X(},390,170
8825,j-bSwatch0.0539752617387494,"muy(D#""d02`vwt_^",908,325
8826,j-bOlease0.433802787435848,Tax<D<H{`t:I^{4*,510,388
8827,j-bDvideo0.842689303217704,VipZx1>S^s?}%X(},1030,402
8828,jacv-news0.541001025787087,"Ac8IJsKH,4xtY.Tk",886,480
8829,jacB-info0.654568273407404,"Ac8IJsKH,4xtY.Tk",987,221
8830,jacP-lacy0.432228724915046,Ca/e`t0o$h4&j$i9,498,260
8831,jamRdebut0.977022930329448,Ja#{M~itj;3Yw:B3,1391,370
8832,jamKtream0.110044182784279,Ja#{M~itj;3Yw:B3,1205,64
8833,jamBtream0.571482682336824,Jaabl6R-njcK.LW$,1214,128
8834,jambtream0.801458164873844,Jaabl6R-njcK.LW$,1314,408
8835,jasVition0.449089285334887,ReKU.TnV_SV6eYp^,485,216
8836,jasplease0.0500570722116063,JavjS&+wh%V_;%g+,1304,290
8837,jay`opped0.939760660893613,"Ha6ZmZ""Ln\1m\cJs",358,281
8838,jeakrview0.0175562419133524,"Ince!T,;eW/4o\eg",1119,285
8839,jeaatream0.650654774292582,Sa^Gs)_r{%|OLdwT,906,332
8840,jearition0.157758654265196,Exa~e4sZi*|fpD<^,426,304
8841,jeausigns0.421243204877141,"BoJmlDA""J>GDp<X=",134,71
8842,jefcid-190.848325761283655,Am_vLn}4@<CF+x5j,1348,79
8843,jefDibute0.517951947817169,JeFg=n%*6;f16y\n,193,41
8844,jefs-sale0.511282934060383,Je_Z'it%PFr{_>r?,797,77
8845,jenNh-day0.278954930765881,"PrK4o:,^(M""#Y|yJ",433,234
8846,jerdkbook0.211468025044429,FeUN(1^>@V@m>bN,1680,421
8847,jesell-us0.735267427603591,"A |v0uG!m\4""bVs+",556,320
8848,jesBtream0.134962761399053,"muy(D#""d02`vwt_^",1083,440
8849,jj-zeries0.211931075649214,DC)DYqe!L)1<vPy&,456,64
8850,jjj`-info0.389815347363341,"Relp\+KJ?D,cWw0P",1235,351
8851,jme\video0.0223199287623795,Boimh]Ae}heDl_~?,316,184
8852,jmexvideo0.802848822720535,JM;785=#+.MLAUFX,726,413
8853,jmepvideo0.769439016329111,JM;785=#+.MLAUFX,1194,294
8854,jmeyvideo0.446888474874583,Boimh]Ae}heDl_~?,700,379
8855,joaY-work0.958722632176785,PaV%.L6MmxQIS@C{,887,258
8856,jocFatown0.0478882342362451,Pe+%<cE;QY01c5[p,841,113
8857,joei-info0.188472528123208,Lo:}7^:YFSc4xYIs,827,139
8858,johmtream0.107322992229083,St(~u}!m<6Hj^Mv8,566,408
8859,johBvideo0.99171193028805,"muy(D#""d02`vwt_^",950,256
8860,johyvideo0.7456328313046,"muy(D#""d02`vwt_^",659,372
8861,johZation0.429078544917337,PoeePmGTwCMVS*hv,1237,474
8862,johsailer0.975865707800926,Tr${eq-L$R[d6j\_,1240,47
8863,johO-info0.602462878639819,"Fem#o%,h6yC-}i`W",865,341
8864,jojtvideo0.734900225940672,"joK`%!vr4a=},ab<",283,235
8865,jonmand-a0.839130334912824,ad(;%f6iD'}9EHD[,350,294
8866,jon`video0.266907237531078,"Ince!T,;eW/4o\eg",186,108
8867,jori-info0.532281320438327,"Jo?$J}r_""0#/!m:",540,330
8868,jorPay-jr0.698145178288796,"Jo?$J}r_""0#/!m:",617,90
8869,jorQ-info0.747142603857627,NiPea$n|Eu@<@>'L,425,210
8870,jor[9-0010.771594206848708,"Jo?$J}r_""0#/!m:",1050,275
8871,jorE-info0.614791079907839,"Jo?$J}r_""0#/!m:",571,105
8872,jorE-info0.0707404099032253,"Jo?$J}r_""0#/!m:",826,359
8873,josx-info0.242183545196643,Fe78SgP;|kvD'e'a,739,486
8874,jp-Ztream0.66685818257388,Al_w1b7Rgo1[d5(t,1177,308
8875,jpe^guard0.156649462101138,"muy(D#""d02`vwt_^",903,230
8876,jpeontary0.848810932022864,"To7nsifgw:?Ci""?(",1017,81
8877,jpeApollo0.995836104788443,"ze\yQP9Ju,s(O|>]",1037,416
8878,jpelode-80.390421943672609,Sa^Gs)_r{%|OLdwT,712,125
8879,jpeDbeats0.572286746599066,"muy(D#""d02`vwt_^",890,134
8880,juiqtream0.312581863950857,"Ju7dbU$d;l&6)-b,",1204,251
8881,julkllery0.0293223585272264,"PrK4o:,^(M""#Y|yJ",997,143
8882,jum`tream0.171105108391581,BaD!E3'8PNlv!MOm,1111,367
8883,junqprint0.569380117813918,Ju.-K[mzY)D%hH-W,768,439
8884,jupzvirus0.639386159807342,Sh+`tHOP_xC!WE-^,842,220
8885,jusXwatch0.789389191384871,JuO5].ljx*}5|-w,282,168
8886,jusfvideo0.479716241258194,"Jurfo}|5(Y*fc_l,",979,483
8887,jusmrview0.212748496800723,"Jurfo}|5(Y*fc_l,",554,226
8888,jw-xvisor0.0928979921876647,CaH*iGmpvOKV3ib|,1292,231
8889,kaiOlease0.586371589816576,"PrK4o:,^(M""#Y|yJ",552,203
8890,kalDtream0.460596942101869,"Kam}5^,0$\bd@-H7",1083,152
8891,kalStream0.27076478742849,"Kam}5^,0$\bd@-H7",382,58
8892,kamvation0.764417493273411,KuKiA|qyR_07DNXJ,320,138
8893,kansonate0.542032561703863,Ka53T<K8f.2M94Yd,1214,213
8894,kan]dshow0.923065382542691,Ka53T<K8f.2M94Yd,930,89
8895,kanGyeezy0.476982380620755,Ka53T<K8f.2M94Yd,230,69
8896,kaniorbes0.249176069795336,Ka53T<K8f.2M94Yd,1052,446
8897,kanNsteen0.68136073829029,Ka53T<K8f.2M94Yd,680,380
8898,kanY-feet0.443368859887421,Ka53T<K8f.2M94Yd,1079,96
8899,kapUazine0.577331630877066,Ka&^8:p\{ZE?t:<p,367,347
8900,kapU-info0.472695338166883,"Ac8IJsKH,4xtY.Tk",1150,105
8901,kaprlease0.219921246440136,Ka&^8:p\{ZE?t:<p,1164,212
8902,kap_lease0.814503676615974,Ka&^8:p\{ZE?t:<p,1232,307
8903,kapdlease0.504073691745275,Ka&^8:p\{ZE?t:<p,1342,437
8904,karY-info0.63745227167801,KaCc;u.BrmVk<C@z,928,196
8905,kare-drop0.9224629642199,MiG\Yas2}o!&Mq1h,391,245
8906,kawYwings0.871609690461013,Kaemj:V;+O6cOHt6,536,62
8907,kawytions0.343876992896812,Kaemj:V;+O6cOHt6,1199,170
8908,kaw\-cudi0.894197834744249,Kaemj:V;+O6cOHt6,204,297
8909,kaysvideo0.701828884952614,KASn]@T[b@Jr~r6u,1019,286
8910,kefZakers0.923214059395349,"Sps1p\hp%,umnys<",1136,299
8911,kehy-song0.886261512495731,Kehd/g^[i7P+o&Bj,402,402
8912,kehY-info0.586717095076304,Kehd/g^[i7P+o&Bj,500,215
8913,kehoh-fmu0.0909729053196446,Kehd/g^[i7P+o&Bj,644,441
8914,keivthing0.502010266505326,KewE+jWV!{^:!FEX,1140,113
8915,kei]store0.0704336295034823,KewE+jWV!{^:!FEX,983,473
8916,kem`video0.551028284106684,KeL{Pn8-qL'i+abL,1608,446
8917,kenzeview0.674648545867755,VipZx1>S^s?}%X(},1357,198
8918,kenavideo0.911224316615701,"muy(D#""d02`vwt_^",1042,182
8919,keroeneta0.776212351556593,Gu5O-Ixr@HB!y+N?,1022,97
8920,kevptrack0.625443257969159,Tamf;e{'Ax1\*l`p,326,109
8921,khay-tems0.57335348501885,Div|bd.QBSMyuPc>,664,397
8922,khrNvideo0.308395642978538,VipZx1>S^s?}%X(},414,248
8923,kiaO-kiki0.604250853180941,Al_w1b7Rgo1[d5(t,1188,247
8924,kideeview0.234925110303625,Ki)a4.*Ux^KO4LC),609,150
8925,kid[tream0.496380145854508,Ki)a4.*Ux^KO4LC),599,305
8926,kidl-info0.824151341783644,Ki)a4.*Ux^KO4LC),432,282
8927,kidBlease0.588324494392794,"Vag9""-Z=gN30ND@[",902,448
8928,kikN-info0.915245959139534,AS&imOs*;/:L*GK,1332,351
8929,kinPwatch0.512439279834884,KiU`$%@D=9z(%A=f,801,316
8930,kinslease0.581816282371051,"Na>AK\)HC,Gx/AGR",860,290
8931,kitDeaser0.565164382242293,KiM<R%8yD2YQ$.#c,322,163
8932,knx^rview0.134078609486003,St(~u}!m<6Hj^Mv8,1000,481
8933,knxGisten0.244552705857051,Me^`Q=PX8:puF&~r,705,277
8934,kobzanned0.304504111713766,"MouDd/fn,XEARhBp",625,421
8935,kobkhotos0.278517180574784,"Koa;DCfb'g~Wj""+b",482,149
8936,kobq-info0.758172475710818,NiPea$n|Eu@<@>'L,1305,305
8937,kodolease0.230929612125364,Ko8kq~NmkfB7*0U.,935,482
8938,kohi-info0.266151691255942,Do+>ZjZVGahURPa,489,307
8939,kojntream0.405152340905834,"KoYRv?fCxwb~N,a5",804,294
8940,kriMlease0.182106967616671,"Kro-:dUe;L{{,~F~",387,323
8941,kubpailer0.287623423487214,"MouDd/fn,XEARhBp",968,193
8942,kuohycled0.47997286807202,KUvhN/.vP-]&'IN,1228,261
8943,kylkhouse0.476939178498915,Hou9?=#Dsg=$cUNS,1021,424
8944,ladn-news0.554604397980994,La(7#_)\A=)78a\H,398,306
8945,lamT-news0.554986393159624,BaD!E3'8PNlv!MOm,675,273
8946,lanMvideo0.0903094843089262,"To76#]~n2\6/$L,T",1290,485
8947,lanMtream0.615163844025076,"To76#]~n2\6/$L,T",692,191
8948,lanv-look0.290299098377021,LasGkd9CO6(|rzX,556,61
8949,lasekbook0.86800666014501,Lo:}7^:YFSc4xYIs,588,294
8950,lauFlease0.941196460032937,"BoJmlDA""J>GDp<X=",495,179
8951,lc2P-info0.945378834075925,LC<v'*w:O_m%'h@v,1073,204
8952,leaNament0.265939490935725,"Re$i7M$(OB}\Z""A",468,40
8953,leb\ation0.7687550386152,Lewb'M9#k[Lmc@tJ,1287,95
8954,leeF-info0.715239902454967,Le&w'l>!<g!12Nz3,549,316
8955,legHode-10.608915591821881,St6{Rrn)0w|WM/ep,1312,455
8956,legp-look0.0850062729015751,Levk)A7u]J|c_tFD,971,488
8957,legBlease0.359607438647689,"To{he^Wb.xvE#E},",382,267
8958,leoLtream0.360130496215923,JotaGHjkEr4v:U05,407,149
8959,lev\psule0.587138844300334,"Le+r"">0/_`f_@RSV",953,327
8960,levPation0.102700159742116,"Le+r"">0/_`f_@RSV",708,165
8961,li-Z-info0.523803904236315,"Li3g.0h5Wh""YI2~o",368,197
8962,li-X-look0.151721685884783,"Li3g.0h5Wh""YI2~o",430,175
8963,li-_lease0.783695433934511,"Li3g.0h5Wh""YI2~o",263,89
8964,li-Q-info0.0508739216079598,"Li3g.0h5Wh""YI2~o",399,254
8965,liaIction0.774405434225235,LoohpaJQ$v?;1-0b,1379,221
8966,liblement0.810577257149916,Li_wo'x(mrYNCiyW,388,441
8967,lilYlease0.621116419731881,"LiF"":=iL)c""CjD}f",749,315
8968,lilXvideo0.899804823922719,VipZx1>S^s?}%X(},1035,364
8969,lilUvideo0.467595269157297,"muy(D#""d02`vwt_^",357,265
8970,lilNement0.114704529135459,LizzoQp7:REOnvHL,512,496
8971,lilHtream0.225135931968816,Al_w1b7Rgo1[d5(t,1345,415
8972,lilytream0.025980912940073,"muy(D#""d02`vwt_^",795,480
8973,lilntream0.44085101139584,LiSZEcFK*+RK%bB~,216,128
8974,lilEvideo0.935958572995697,"muy(D#""d02`vwt_^",876,209
8975,lilpvideo0.976789690125211,ChbB`+|eEUvC7i;$,1396,149
8976,lilItream0.497877896677977,"Li,}z)L&2nEP2(E",749,216
8977,liltt-meh0.768127586519189,"Li,}z)L&2nEP2(E",508,298
8978,lilwwatch0.849278674646581,"Li,}z)L&2nEP2(E",1042,303
8979,lil\remix0.492049302828282,Lif{`7C#WQ2%bI.h,596,220
8980,lilCtaway0.0406539048702208,ChrjdQ;}{ZkP:jou,691,95
8981,limZtions0.525784219435143,"Ai?A""(sxaw6,4P4n",1329,50
8982,livjrumor0.792716326251698,St6{Rrn)0w|WM/ep,1199,168
8983,lizavideo0.306937156963157,"De4'4Ni%M`5yKt""<",1174,477
8984,lmc`kbook0.703978855966362,LML?fU*VveR<?8:?,1108,376
8985,loncvirus0.9693887157916,LoyF~jcKsF0bk(t-,1391,160
8986,lon_ative0.950583336477946,"PrK4o:,^(M""#Y|yJ",615,349
8987,looMrview0.204155167030959,Thu=ebav7ih(.zAl,1205,338
8988,louslease0.41948139854466,Lo`oaX!JFEv=Gucq,1342,395
8989,louKction0.727729183825626,Lo`oaX!JFEv=Gucq,1090,482
8990,louIpaign0.286659014104594,Lo`oaX!JFEv=Gucq,912,245
8991,loumvirus0.336944913169603,Lo`oaX!JFEv=Gucq,326,215
8992,louWabloh0.301148634257214,Lo`oaX!JFEv=Gucq,971,270
8993,louBsburg0.271172947421058,Lo`oaX!JFEv=Gucq,608,246
8994,louA-look0.201132374349635,Lo`oaX!JFEv=Gucq,887,425
8995,lucIrview0.566063711597009,"Ince!T,;eW/4o\eg",1262,371
8996,luclrview0.375606260763154,Luv2K(c1ud$j:a,904,407
8997,luxFpport0.171836998567479,Coi%hNfxcpJXpz^s,640,331
8998,lvmmibute0.632685013340208,LVVRZ\$KJZdKN\QX,919,363
8999,lvmAaways0.227460323130854,"Re|B]!\#7XqHP""=B",135,83
9000,lvmAenith0.799967379010271,WaQqK)2JxI(=dac=,1202,443
9001,lysueport0.978692359078838,OfHxS<cMc@AG&5>h,928,97
9002,macvmusic0.252456921836666,Ma/J0*ar?Rce}C(@,541,338
9003,madDrolex0.103094550428897,Mavmk#=7|=m&lPB1,570,163
9004,mahgkbook0.738045366433802,Ma1h6&Oq{1|g$^a!,328,266
9005,maialease0.246543013224864,BoC*$/].Mo6|B&z@,862,479
9006,mais-info0.494187541893402,Man1Pw:6gNt'R98f,933,170
9007,malhvideo0.517705843785302,MaYy|%Z.k~e\7K#(,372,155
9008,mank-look0.640665156480436,"To|)mWQ""c59)2m#s",795,56
9009,marq-book0.956514987117664,Exa~e4sZi*|fpD<^,1213,243
9010,mar\poned0.417837335218335,Pefu;|8lGUm}f:a@,1236,478
9011,marwcture0.575556867473614,AryYV46O9(Znn]88,720,58
9012,marTlease0.157292136386748,"Ac8IJsKH,4xtY.Tk",822,471
9013,mars-ss200.150066032252903,CaH*iGmpvOKV3ib|,408,246
9014,maripaign0.498385544822898,Ca/e`t0o$h4&j$i9,619,51
9015,marmlease0.192163562444916,MAy$5[&M\xyZ16S~,486,135
9016,maru-info0.0316030992007705,ad(;%f6iD'}9EHD[,475,69
9017,maryrecap0.172788366596366,Exa~e4sZi*|fpD<^,552,312
9018,marcvideo0.0277415660957655,"muy(D#""d02`vwt_^",1108,92
9019,mar]ailer0.376335590081702,MaVQS-5v++!CKj[~,717,187
9020,marGlease0.756389485113715,"Ac8IJsKH,4xtY.Tk",519,249
9021,marmlease0.461286729475028,MaEwexMdZ<dGbNur,974,488
9022,mar_kbook0.633317237262088,MaEwexMdZ<dGbNur,1201,107
9023,marZaunch0.119533874800352,MaEwexMdZ<dGbNur,947,165
9024,marOsting0.911778272685752,MaYv(\vK4F{`#->J,788,331
9025,mard-four0.788920018827042,MaYv(\vK4F{`#->J,1303,315
9026,masX-info0.642299120551329,Mi`!P+|W]~-C38lG,375,243
9027,masLvideo0.852989927738154,"muy(D#""d02`vwt_^",1316,240
9028,masMction0.241301857498316,MaQDuRJo/ytD/lp>,802,314
9029,masElease0.548197989236602,HoPr8w{HRV$CG-WA,1212,426
